name,lat_NS,long_EW,elevation,q,q_uncertainty,T_grad_mean,T_grad_uncertainty,T_grad_mean_cor,tc_mean,tc_uncertainty,total_depth_MD,geo_lithology,geo_stratigraphy,Region,Quality_Code
DESERTC,33.6833,-115.426,402.0,56.0,,17.0,,,3.3,,,,,,Ux.Mx.-------
ERQUVL,33.0883,-116.493,807.0,42.0,,19.0,,,2.2,,,,,,Ux.Mx.-------
ERQUVL,33.0883,-116.493,807.0,76.0,,34.0,,,2.2,,,,,,Ux.Mx.-------
GAS LINE,33.4567,-115.473,573.0,86.0,,34.0,,,2.5,,,,,,Ux.Mx.-------
GRAHAM,33.4417,-115.138,482.0,36.0,,15.0,,,2.4,,,,,,Ux.Mx.-------
GRMTNC,34.5683,-117.106,1030.0,73.0,,23.0,,,3.2,,,,,,Ux.Mx.-------
LANDERS,34.34,-116.496,1024.0,58.0,,22.0,,,2.5,,,,,,Ux.Mx.-------
LTL MARI,33.8183,-114.85,293.0,87.0,,35.0,,,2.5,,,,,,Ux.Mx.-------
MULEMTN,33.4967,-114.838,232.0,66.0,,23.0,,,2.8,,,,,,Ux.Mx.-------
OLDWOMN,34.545,-115.158,1222.0,76.0,,25.0,,,3.1,,,,,,Ux.Mx.-------
OROCOPIA,33.5967,-115.88,347.0,110.0,,35.0,,,3.1,,,,,,Ux.Mx.-------
PALENMT,33.9133,-115.078,373.0,111.0,,27.0,,,4.1,,,,,,Ux.Mx.-------
PALENMT,33.9133,-115.078,373.0,105.0,,24.0,,,4.3,,,,,,Ux.Mx.-------
PAYMSTR,33.195,-114.905,318.0,80.0,,29.0,,,2.7,,,,,,Ux.Mx.-------
PINKHAM,33.7783,-115.931,975.0,44.0,,23.0,,,1.9,,,,,,Ux.Mx.-------
PINKHAM,33.7783,-115.931,1041.6,51.0,,24.0,,,2.5,,,,,,Ux.Mx.-------
PINKHAM,33.7783,-115.931,975.0,54.0,,17.0,,,3.1,,,,,,Ux.Mx.-------
PINTOMT,33.9883,-115.688,488.0,39.0,,14.0,,,2.8,,,,,,Ux.Mx.-------
PINYONA,33.6133,-116.458,1280.0,53.0,,21.0,,,2.5,,,,,,Ux.Mx.-------
PINYONB,33.61,-116.453,1280.0,55.0,,22.0,,,2.5,,,,,,Ux.Mx.-------
POWELL,34.68,-114.356,430.0,94.0,,28.0,,,3.3,,,,,,Ux.Mx.-------
RIVER MT,34.0667,-114.681,370.5,79.0,,29.2,,,2.7,,,,,,Ux.Mx.-------
RIVERMT,34.0667,-114.681,378.0,74.0,,28.0,,,2.6,,,,,,Ux.Mx.-------
RIVERMT,34.0667,-114.681,378.0,85.0,,30.0,,,2.8,,,,,,Ux.Mx.-------
SHEEP HP,34.24,-115.723,725.0,50.0,,17.0,,,2.9,,,,,,Ux.Mx.-------
STEPLADD,34.65,-114.87,671.0,76.0,,24.0,,,3.1,,,,,,Ux.Mx.-------
TRIGO PK,33.425,-114.47,262.0,91.0,,34.0,,,2.6,,,,,,Ux.Mx.-------
TRIGOPK,33.425,-114.47,262.0,90.0,,34.0,,,2.6,,,,,,Ux.Mx.-------
YUCCAVY,34.225,-116.403,1025.0,46.0,,16.0,,,2.8,,,,,,Ux.Mx.-------
YUHA REC,32.6983,-116.006,256.0,82.0,,33.0,,,2.5,,,,,,Ux.Mx.-------
HIVISTA,34.7317,-117.695,928.0,66.0,,22.0,,,1.3,,,,,,Ux.Mx.-------
PALM A / PSA,34.4267,-117.863,1302.0,63.0,,34.0,,,0.8,,,,,,Ux.Mx.-------
PALM C / PSC,34.5533,-117.715,933.0,63.0,,20.0,,,1.3,,,,,,Ux.Mx.-------
PALMB,34.4683,-117.853,1076.0,64.0,,28.0,,,0.9,,,,,,Ux.Mx.-------
PALMD,34.6517,-117.846,814.0,65.0,,25.0,,,1.1,,,,,,Ux.Mx.-------
PALME,34.7317,-117.695,928.0,68.0,,24.0,,,1.1,,,,,,Ux.Mx.-------
PALMF,34.935,-117.761,777.0,68.0,,24.0,,,1.2,,,,,,Ux.Mx.-------
1,29.37048,-103.71186,,63.0,,26.0,,,2.2,,,sedimentary rocks;metamorphic and intrusive rocks.,Mesozoic;Paleozoic-Precambrian;Paleozoic-Mesozoic,,Ux.Mx.-------
1,29.37048,-103.71186,,63.0,,26.0,,,2.37037037,,,sedimentary rocks;metamorphic and intrusive rocks.,Mesozoic;Paleozoic-Precambrian;Paleozoic-Mesozoic,,Ux.Mx.-------
4,29.37048,-100.67722,,70.0,,31.0,,,2.2,,,sedimentary rocks;metamorphic and intrusive rocks.,Mesozoic;Paleozoic-Precambrian;Paleozoic-Mesozoic,,Ux.Mx.-------
4,29.37048,-100.67722,,70.0,,31.0,,,2.290322581,,,sedimentary rocks;metamorphic and intrusive rocks.,Mesozoic;Paleozoic-Precambrian;Paleozoic-Mesozoic,,Ux.Mx.-------
E-1,33.5667,-116.623,1327.8,58.0,,27.0,,,2.2,,,,,,Ux.Mx.-------
E-2,33.5383,-116.501,1707.6,49.0,,19.0,,,2.6,,,,,,Ux.Mx.-------
E-3,33.6167,-116.421,1060.4,38.0,,17.0,,,2.3,,,,,,Ux.Mx.-------
N-1,33.7017,-116.886,712.3,71.0,,27.0,,,2.7,,,,,,Ux.Mx.-------
W-1,33.555,-116.708,1212.9,35.0,,15.0,,,2.3,,,,,,Ux.Mx.-------
W-2,33.4733,-116.84,788.3,27.0,,11.0,,,2.5,,,,,,Ux.Mx.-------
Bertha Rogers,35.31,-99.19,577.8,38.0,,21.0,,,1.8,,,,,,Ux.Mx.-------
Helena Dick#36-1,35.47,-98.63,522.2,36.0,,22.0,,,1.7,,,,,,Ux.Mx.-------
Brown 1,34.95,-95.51,247.9,50.0,9.8,25.0,,,2.0,,,,,,U3.Mx.-------
Bud Hampton 2,34.91,-95.44,194.3,42.1,8.4,23.0,,,1.8,,,,,,U3.Mx.-------
Davis 1,34.94,-95.92,215.6,43.7,9.0,23.0,,,1.9,,,,,,U3.Mx.-------
Foltz 1,35.93,-95.72,201.1,64.8,13.0,25.0,,,2.6,,,,,,U3.Mx.-------
Garrett unit 1-A,34.76,-95.59,327.3,32.7,6.6,19.0,,,1.7,,,,,,U3.Mx.-------
Griffin 1,35.22,-95.37,212.5,56.3,11.2,28.0,,,2.0,,,,,,U3.Mx.-------
Jack Murdaugh 1,35.05,-95.39,269.6,46.3,9.2,24.0,,,1.9,,,,,,U3.Mx.-------
Manschrich 1,34.97,-95.51,271.1,46.2,9.2,25.0,,,1.9,,,,,,U3.Mx.-------
Max Brandt 1,35.16,-95.53,225.2,58.4,12.0,30.0,,,2.0,,,,,,U3.Mx.-------
SAL VL E,36.7867,-117.798,357.0,87.0,,49.0,,,1.8,,,,,,Ux.Mx.-------
SAL VL H,36.7567,-117.815,334.0,53.0,,30.0,,,1.8,,,,,,Ux.Mx.-------
SAL VL K,36.7417,-117.828,332.0,68.0,,40.0,,,1.7,,,,,,Ux.Mx.-------
SALVLD,36.7983,-117.781,400.0,66.0,,37.0,,,1.8,,,,,,Ux.Mx.-------
SALVLG,36.77,-117.806,341.0,51.0,,30.0,,,1.7,,,,,,Ux.Mx.-------
SALVLI,36.7367,-117.825,330.0,71.0,,42.0,,,1.7,,,,,,Ux.Mx.-------
SALVLJ,36.7083,-117.708,354.0,70.0,,46.0,,,1.5,,,,,,Ux.Mx.-------
WRDAH-1,40.695,-119.346,3904.0,25.0,,26.0,,,1.0,,,,,,Ux.Mx.-------
BOSTICK1,43.04,-115.458,972.0,102.0,,70.0,,,1.5,,,,,,Ux.Mx.-------
BR-10,40.8783,-119.103,1185.0,69.0,,67.0,,,1.0,,,,,,Ux.Mx.-------
BR-4,41.075,-119.018,1219.0,94.0,,70.0,,,1.3,,,,,,Ux.Mx.-------
BR-7,41.0217,-119.063,1205.0,80.0,,76.0,,,1.0,,,,,,Ux.Mx.-------
BR-8,40.9367,-119.098,1180.0,56.0,,53.0,,,1.0,,,,,,Ux.Mx.-------
LSNB,40.3917,-121.536,1890.0,131.0,,64.0,,,2.0,,,,,,Ux.Mx.-------
LSNC,40.3483,-121.55,1735.0,71.0,,31.0,,,2.3,,,,,,Ux.Mx.-------
LSNE,40.34,-121.45,1770.0,64.0,,32.0,,,2.0,,,,,,Ux.Mx.-------
LSNG,40.4067,-121.446,1905.0,84.0,,51.0,,,1.6,,,,,,Ux.Mx.-------
LSNM,40.1667,-121.505,975.0,46.0,,18.0,,,2.4,,,,,,Ux.Mx.-------
LSNO,40.365,-120.945,1585.0,92.0,,47.0,,,2.0,,,,,,Ux.Mx.-------
UPSTLWTR,40.5617,-110.65,2469.0,62.0,,11.0,,,5.6,,,,,,Ux.Mx.-------
GLAMIS 3,32.9517,-115.253,20.0,128.0,,78.0,,,1.6,,,,,,Ux.Mx.-------
GLAMIS12,33.0767,-115.191,84.0,87.0,,39.0,,,2.2,,,,,,Ux.Mx.-------
GLAMIS17,32.8883,-115.113,38.0,102.0,,42.0,,,2.5,,,,,,Ux.Mx.-------
GLAMIS27,33.0733,-115.413,-33.0,146.0,,73.0,,,2.0,,,,,,Ux.Mx.-------
GLAMIS5,33.0033,-115.251,28.0,126.0,,70.0,,,1.8,,,,,,Ux.Mx.-------
GLAMIS7,33.04,-115.265,30.0,114.0,,70.0,,,1.6,,,,,,Ux.Mx.-------
CVN,39.8483,-120.47,975.0,63.0,,22.0,,,2.8,,,,,,Ux.Mx.-------
HAPCMP,41.86,-123.365,975.0,41.0,,16.0,,,2.5,,,,,,Ux.Mx.-------
IGO,40.5083,-122.608,470.0,38.0,,12.0,,,3.0,,,,,,Ux.Mx.-------
IGO,40.5083,-122.608,470.0,41.0,,13.0,,,3.0,,,,,,Ux.Mx.-------
MP01-LBS,41.4717,-121.415,1315.0,40.0,,22.0,,,1.8,,,,,,Ux.Mx.-------
MP02-DW1,41.6783,-121.116,1445.0,55.0,,29.0,,,1.9,,,,,,Ux.Mx.-------
MP03-PW2,41.6467,-121.118,1385.0,82.0,,43.0,,,1.9,,,,,,Ux.Mx.-------
MP05-PW4,41.6483,-121.175,1340.0,77.0,,41.0,,,1.9,,,,,,Ux.Mx.-------
MP06-QS,41.6117,-121.21,1345.0,32.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
MP08-SCW,41.57,-121.35,1280.0,81.0,,45.0,,,1.8,,,,,,Ux.Mx.-------
MP09-BW,41.65,-121.063,1470.0,64.0,,32.0,,,2.0,,,,,,Ux.Mx.-------
MP15-CW,41.6933,-121.875,1395.0,25.0,,14.0,,,2.8,,,,,,Ux.Mx.-------
MP23-L1,41.2,-121.136,1260.0,20.0,,18.0,,,1.1,,,,,,Ux.Mx.-------
MP28-HTR,41.2733,-122.606,1300.0,36.0,,16.0,,,2.3,,,,,,Ux.Mx.-------
MP32-CLH,41.8317,-121.251,1455.0,66.0,,33.0,,,2.0,,,,,,Ux.Mx.-------
MP37,40.7317,-120.313,1650.0,107.0,,64.0,,,1.6,,,,,,Ux.Mx.-------
MP39-CHN,41.58,-122.878,991.0,38.0,,16.0,,,2.4,,,,,,Ux.Mx.-------
MP43-VF,41.6083,-122.531,802.0,76.0,,54.0,,,1.4,,,,,,Ux.Mx.-------
MP47-Y,41.555,-122.533,829.0,28.0,,21.0,,,1.4,,,,,,Ux.Mx.-------
MP49-JE,41.425,-122.498,1122.0,38.0,,17.0,,,2.3,,,,,,Ux.Mx.-------
MP51-KD,41.8233,-122.435,786.0,41.0,,23.0,,,1.8,,,,,,Ux.Mx.-------
MP52-OH,41.6717,-122.43,814.0,53.0,,30.0,,,1.8,,,,,,Ux.Mx.-------
MP54-OM,41.955,-122.33,957.0,74.0,,41.0,,,1.8,,,,,,Ux.Mx.-------
MP55-FAZ,41.9767,-122.315,838.0,71.0,,40.0,,,1.8,,,,,,Ux.Mx.-------
MP57-JS,41.8983,-122.483,644.0,23.0,,13.0,,,1.8,,,,,,Ux.Mx.-------
MP63-DC,41.6417,-120.398,1445.0,97.0,,69.0,,,1.4,,,,,,Ux.Mx.-------
RVN,40.52,-120.68,1640.0,46.0,,19.0,,,2.4,,,,,,Ux.Mx.-------
SHASTA,41.5533,-122.256,1126.0,59.0,,23.0,,,2.5,,,,,,Ux.Mx.-------
WC-1,42.135,-122.725,1205.0,41.0,,16.0,,,3.0,,,,,,Ux.Mx.-------
BOWSER,41.2333,-79.53,402.0,76.0,,24.0,,,3.2,,,,,,Ux.Mx.-------
LHGHCO1,40.9833,-80.1333,389.0,50.0,,28.0,,,1.8,,,,,,Ux.Mx.-------
MORRISON,41.3967,-79.7233,443.0,83.0,,31.0,,,2.6,,,,,,Ux.Mx.-------
AUBURN39,42.9583,-76.5417,213.0,64.0,,17.0,,,3.8,,,,,,Ux.Mx.-------
WELLS C1,42.7083,-76.625,301.5,64.0,,16.0,,,3.8,,,,,,Ux.Mx.-------
WINSPEAR,42.875,-75.0833,509.9,41.0,,10.0,,,3.8,,,,,,Ux.Mx.-------
BRCK CRK,43.8883,-122.21,987.0,115.0,,65.0,,,1.7,,,,,,Ux.Mx.-------
CHRSCRK,43.8833,-122.368,579.0,91.0,,52.0,,,1.7,,,,,,Ux.Mx.-------
N FORK,43.8817,-122.068,951.0,91.0,,67.0,,,1.3,,,,,,Ux.Mx.-------
PNTOCRK,43.59,-122.233,1219.0,100.0,,66.0,,,1.5,,,,,,Ux.Mx.-------
WALLCRK,43.7983,-122.313,582.0,68.0,,60.0,,,1.1,,,,,,Ux.Mx.-------
WLKR CRK,44.105,-122.231,585.0,83.0,,52.0,,,1.6,,,,,,Ux.Mx.-------
RDHG-W,42.2367,-113.368,1350.0,112.0,,54.0,,,2.1,,,,,,Ux.Mx.-------
SCHMITT,42.1083,-113.391,1500.0,106.0,,63.0,,,1.0,,,,,,Ux.Mx.-------
STREVELL,42.0117,-113.205,1675.0,117.0,,56.0,,,2.1,,,,,,Ux.Mx.-------
USGSALM2,42.0817,-113.61,1700.0,108.0,,52.0,,,2.1,,,,,,Ux.Mx.-------
USGS-ID5,42.1683,-113.428,1650.0,120.0,,61.0,,,2.0,,,,,,Ux.Mx.-------
USGS-ID5,42.1683,-113.428,1650.0,102.0,,43.0,,,2.4,,,,,,Ux.Mx.-------
BACK CRK,38.2333,-79.8167,1031.0,49.0,,14.8,,,3.6,,,,,,Ux.Mx.-------
BACKCRK,38.2333,-79.8167,1044.0,46.0,,15.0,,,3.0,,,,,,Ux.Mx.-------
BACKCRK,38.2333,-79.8167,1044.0,48.0,,14.0,,,3.5,,,,,,Ux.Mx.-------
BACKCRK,38.2333,-79.8167,1044.0,50.0,,14.0,,,3.5,,,,,,Ux.Mx.-------
BACKCRK,38.2333,-79.8167,1044.0,66.0,,17.0,,,3.8,,,,,,Ux.Mx.-------
BACKCRK,38.2333,-79.8167,1044.0,52.0,,13.0,,,4.1,,,,,,Ux.Mx.-------
POOR MTN,37.0333,-80.2,242.0,36.0,,10.0,,,3.5,,,,,,Ux.Mx.-------
VANSANT,37.2,-82.1,498.0,58.0,,26.0,,,2.2,,,,,,Ux.Mx.-------
Renfrew 88-01,42.4167,-76.7,50.0,60.0,4.7,13.0,,,4.6,,,,,,U2.Mx.-------
JOH-002,37.02,-112.335,1560.0,47.0,11.0,15.0,,,3.05,,,,,,U3.Mx.-------
JOH-002,37.02,-112.335,1560.0,50.0,12.0,10.0,,,5.31,,,,,,U3.Mx.-------
JUP-001,36.6917,-112.64,1520.0,39.0,6.0,15.0,,,2.66,,,,,,U3.Mx.-------
JUP-001,36.6917,-112.64,1520.0,38.0,3.0,11.0,,,3.39,,,,,,U2.Mx.-------
PGL-002,37.745,-112.622,2449.0,61.0,8.0,39.0,,,1.55,,,,,,U2.Mx.-------
PGL-002,37.745,-112.622,2499.0,39.0,3.0,20.0,,,1.99,,,,,,U2.Mx.-------
PGL-003,37.7183,-112.668,2523.0,60.0,9.0,31.0,,,1.93,,,,,,U2.Mx.-------
PGL-003,37.7183,-112.668,2523.0,67.0,9.0,35.0,,,1.93,,,,,,U2.Mx.-------
SEF-001,37.5867,-111.408,1628.0,42.0,11.0,18.0,,,2.31,,,,,,U4.Mx.-------
UPH3,42.435,-89.8533,298.1,75.0,,23.0,,,3.3,,,,,,Ux.Mx.-------
ALLISN,37.0,-107.516,1946.0,94.0,,48.0,,,1.9,,,,,,Ux.Mx.-------
ALLISN,37.0,-107.516,1946.0,94.0,,44.0,,,2.2,,,,,,Ux.Mx.-------
ALLISN,37.0,-107.516,1946.0,96.0,,43.0,,,2.3,,,,,,Ux.Mx.-------
ANGELPK,36.55,-108.033,1899.0,72.0,,34.0,,,2.1,,,,,,Ux.Mx.-------
ANGELPK,36.55,-108.033,1899.0,72.0,,24.0,,,3.0,,,,,,Ux.Mx.-------
ATLANT,36.8,-107.883,1972.0,87.0,,41.0,,,2.9,,,,,,Ux.Mx.-------
B1ST1,36.4167,-108.033,1949.0,67.0,,29.0,,,2.0,,,,,,Ux.Mx.-------
B1ST1,36.4167,-108.033,1949.0,70.0,,37.0,,,2.5,,,,,,Ux.Mx.-------
BLUFF ST,37.3667,-109.416,1645.0,65.0,,27.0,,,1.0,,,,,,Ux.Mx.-------
BLUFFST,37.3667,-109.416,1645.0,64.0,,27.0,,,1.0,,,,,,Ux.Mx.-------
BONDAD,37.15,-107.916,1991.0,115.0,,56.0,,,2.0,,,,,,Ux.Mx.-------
CACH19,37.2333,-109.033,1554.0,71.0,,28.0,,,2.5,,,,,,Ux.Mx.-------
CANYLA,36.4,-107.416,2022.0,71.0,,38.0,,,1.8,,,,,,Ux.Mx.-------
CANYLA,36.4,-107.416,2022.0,68.0,,27.0,,,2.8,,,,,,Ux.Mx.-------
CARSON,36.8167,-107.233,2248.0,83.0,,42.0,,,2.0,,,,,,Ux.Mx.-------
CARSON,36.8167,-107.233,2248.0,95.0,,47.0,,,2.0,,,,,,Ux.Mx.-------
CHACOC,35.95,-107.9,1930.0,64.0,,29.0,,,2.3,,,,,,Ux.Mx.-------
CROWNP,35.85,-108.05,1996.0,66.0,,35.0,,,2.0,,,,,,Ux.Mx.-------
FED1NM,36.7333,-108.283,1662.0,68.0,,33.0,,,2.1,,,,,,Ux.Mx.-------
FED1NM,36.7333,-108.283,1662.0,76.0,,27.0,,,2.7,,,,,,Ux.Mx.-------
GAVILN,36.3667,-106.9,2180.0,58.0,,31.0,,,1.8,,,,,,Ux.Mx.-------
GAVILN,36.3667,-106.9,2180.0,75.0,,40.0,,,1.8,,,,,,Ux.Mx.-------
GAVILN,36.3667,-106.9,2180.0,80.0,,36.0,,,2.3,,,,,,Ux.Mx.-------
GAVILN,36.3667,-106.9,2180.0,71.0,,29.0,,,2.4,,,,,,Ux.Mx.-------
HORSES,36.85,-108.533,1592.0,63.0,,59.0,,,1.1,,,,,,Ux.Mx.-------
HORSES,36.85,-108.533,1592.0,71.0,,21.0,,,5.1,,,,,,Ux.Mx.-------
JICARL,36.55,-107.116,1984.0,89.0,,34.0,,,2.8,,,,,,Ux.Mx.-------
MEDIAE,35.8667,-107.166,2079.0,70.0,,40.0,,,2.0,,,,,,Ux.Mx.-------
MEDIAE,35.8667,-107.166,2079.0,72.0,,30.0,,,2.3,,,,,,Ux.Mx.-------
NAVNAT3,36.8833,-109.283,1702.0,64.0,,27.0,,,2.3,,,,,,Ux.Mx.-------
ROELEF,36.7,-107.65,1927.0,82.0,,37.0,,,2.3,,,,,,Ux.Mx.-------
SHIPRK,36.6,-108.65,1638.0,69.0,,42.0,,,1.6,,,,,,Ux.Mx.-------
SIXTNG,36.3167,-107.816,2081.0,69.0,,33.0,,,2.0,,,,,,Ux.Mx.-------
SJ27473,36.5667,-107.266,2109.0,89.0,,41.0,,,2.1,,,,,,Ux.Mx.-------
SJ27473,36.5667,-107.266,2109.0,76.0,,28.0,,,2.8,,,,,,Ux.Mx.-------
SJ2862OR,36.6333,-107.416,1992.0,83.0,,34.0,,,2.5,,,,,,Ux.Mx.-------
SJ2862OR,36.6333,-107.416,1992.0,82.0,,28.0,,,2.8,,,,,,Ux.Mx.-------
STARLK,35.9333,-107.466,2022.0,66.0,,28.0,,,2.3,,,,,,Ux.Mx.-------
STARLK,35.9333,-107.466,2022.0,71.0,,30.0,,,2.3,,,,,,Ux.Mx.-------
B-15,45.6783,-120.118,241.0,50.0,,25.0,,,1.7,,,,,,Ux.Mx.-------
BCKMAN,35.8667,-106.15,1810.0,89.0,,40.0,,,2.2,,,,,,Ux.Mx.-------
BINGHM,33.95,-106.283,1770.0,61.0,,22.0,,,2.7,,,,,,Ux.Mx.-------
BUKMAN2,35.8667,-106.15,1810.0,72.0,,34.0,,,2.1,,,,,,Ux.Mx.-------
GALPW2,35.5833,-108.85,2030.0,69.0,,30.0,,,2.3,,,,,,Ux.Mx.-------
GAVILE,36.3667,-106.9,2180.0,56.0,,29.0,,,1.9,,,,,,Ux.Mx.-------
HOLWEG,35.15,-106.266,2090.0,66.0,,23.0,,,2.8,,,,,,Ux.Mx.-------
MAGNW,34.15,-107.3,2000.0,79.0,,43.0,,,1.8,,,,,,Ux.Mx.-------
MONTC1,33.5667,-107.6,1750.0,82.0,,41.0,,,2.0,,,,,,Ux.Mx.-------
MV-RDH36,46.6833,-112.201,1439.0,75.0,,23.0,,,3.3,,,,,,Ux.Mx.-------
NLAKE,34.2333,-107.633,2130.0,67.0,,37.0,,,1.8,,,,,,Ux.Mx.-------
NLAKE,34.2333,-107.633,2130.0,79.0,,43.0,,,1.8,,,,,,Ux.Mx.-------
OROGRN,32.5,-106.1,1370.0,73.0,,30.0,,,2.4,,,,,,Ux.Mx.-------
OROGRN,32.5,-106.1,1370.0,77.0,,28.0,,,2.7,,,,,,Ux.Mx.-------
RPUER3,35.2,-107.083,1830.0,84.0,,35.0,,,2.4,,,,,,Ux.Mx.-------
SANPD1,35.25,-106.183,2160.0,56.0,,19.0,,,2.9,,,,,,Ux.Mx.-------
SANPED3,35.25,-106.183,2160.0,52.0,,19.0,,,2.6,,,,,,Ux.Mx.-------
SILVRCIT,34.7833,-108.266,1830.0,105.0,,31.0,,,3.3,,,,,,Ux.Mx.-------
SO PARK,39.4667,-105.783,3050.0,97.0,,29.0,,,3.3,,,,,,Ux.Mx.-------
TIERAM2,36.3833,-106.383,2130.0,97.0,,31.0,,,3.0,,,,,,Ux.Mx.-------
DATIL,34.015,-107.8,2151.0,84.0,,59.0,,,1.4,,,,,,Ux.Mx.-------
BLKRNG2,33.2833,-107.716,2065.0,97.0,,39.0,,,2.4,,,,,,Ux.Mx.-------
PECOS1,35.75,-105.65,2463.0,89.0,,24.0,,,3.6,,,,,,Ux.Mx.-------
BLKHLW,40.6,-104.833,1580.0,100.0,,52.0,,,1.9,,,,,,Ux.Mx.-------
BORIE,41.15,-104.95,1984.0,62.0,,30.0,,,1.9,,,,,,Ux.Mx.-------
BORIE,41.15,-104.95,1984.0,62.0,,36.0,,,1.9,,,,,,Ux.Mx.-------
PIERCE,40.65,-104.833,1544.0,96.0,,51.0,,,1.9,,,,,,Ux.Mx.-------
QUEALY,41.6,-105.983,2268.0,64.0,,29.0,,,2.1,,,,,,Ux.Mx.-------
RANGELY,40.2333,-108.933,1681.0,66.0,,34.0,,,1.9,,,,,,Ux.Mx.-------
RANGELY,40.2333,-108.933,1681.0,63.0,,15.0,,,4.1,,,,,,Ux.Mx.-------
RANGELY,40.2333,-108.933,1681.0,65.0,,15.0,,,4.2,,,,,,Ux.Mx.-------
RED WASH,40.1667,-109.3,1680.0,65.0,,28.0,,,2.3,,,,,,Ux.Mx.-------
SNYSID,35.5333,-106.983,1808.0,71.0,,39.0,,,1.8,,,,,,Ux.Mx.-------
SNYSID,35.5333,-106.983,1808.0,41.0,,18.0,,,2.3,,,,,,Ux.Mx.-------
SNYSID,35.5333,-106.983,1808.0,25.0,,10.0,,,2.4,,,,,,Ux.Mx.-------
UPPERVY,37.6833,-111.733,2178.0,63.0,,29.0,,,2.2,,,,,,Ux.Mx.-------
UPPERVY,37.6833,-111.733,2178.0,63.0,,15.0,,,4.2,,,,,,Ux.Mx.-------
VICTMT,32.2,-108.083,1280.0,64.0,,23.0,,,2.7,,,,,,Ux.Mx.-------
VICTMT,32.2,-108.083,1280.0,57.0,,17.0,,,3.3,,,,,,Ux.Mx.-------
VICTMT,32.2,-108.083,1280.0,49.0,,19.0,,,4.1,,,,,,Ux.Mx.-------
FEDG1,32.75,-106.116,1250.0,135.0,,43.0,,,3.1,,,,,,Ux.Mx.-------
FEDH,31.8667,-107.0,1343.0,72.0,,25.0,,,2.8,,,,,,Ux.Mx.-------
GRRV1-1,41.5333,-109.4167,1890.0,67.0,,44.1,,,1.5,,,,,,Ux.Mx.-------
ISLET1,34.85,-106.766,1538.0,97.0,,43.0,,,2.0,,,,,,Ux.Mx.-------
ISLET1,34.85,-106.766,1538.0,99.0,,42.0,,,2.1,,,,,,Ux.Mx.-------
ISLET2,34.9167,-106.75,1563.0,94.0,,38.0,,,2.2,,,,,,Ux.Mx.-------
ISLET2,34.9167,-106.75,1563.0,92.0,,34.0,,,2.3,,,,,,Ux.Mx.-------
ISLET3,34.9333,-106.65,1605.0,107.0,,38.0,,,2.7,,,,,,Ux.Mx.-------
JDMU1,33.0833,-106.966,1461.0,127.0,,43.0,,,2.9,,,,,,Ux.Mx.-------
LAGUNA,35.0167,-106.966,1645.0,77.0,,32.0,,,2.4,,,,,,Ux.Mx.-------
LEEMF1,33.1833,-106.883,1601.0,92.0,,32.0,,,2.9,,,,,,Ux.Mx.-------
ND1FDM,32.9833,-107.05,1425.0,120.0,,41.0,,,2.9,,,,,,Ux.Mx.-------
ND1FDM,32.9833,-107.05,1425.0,125.0,,42.0,,,2.9,,,,,,Ux.Mx.-------
NO1GAC,32.4333,-107.083,1456.0,95.0,,29.0,,,3.3,,,,,,Ux.Mx.-------
NO1LEW,33.2833,-105.933,1435.0,100.0,,32.0,,,3.1,,,,,,Ux.Mx.-------
NO1SH,32.0167,-106.8,1269.0,79.0,,39.0,,,2.0,,,,,,Ux.Mx.-------
NO1TUR,32.5667,-106.05,1234.0,89.0,,41.0,,,2.1,,,,,,Ux.Mx.-------
NO1VIC,33.4167,-106.916,1463.0,36.0,,15.0,,,2.4,,,,,,Ux.Mx.-------
NO2LEW,33.2833,-105.966,1374.0,110.0,,39.0,,,2.8,,,,,,Ux.Mx.-------
NO2VIC,33.4167,-106.95,1455.0,89.0,,32.0,,,2.8,,,,,,Ux.Mx.-------
PIETNW,34.3833,-108.216,2300.0,61.0,,48.0,,,1.3,,,,,,Ux.Mx.-------
PRISOR,32.9,-106.866,1408.0,123.0,,40.0,,,3.0,,,,,,Ux.Mx.-------
QUEMAS,34.3333,-108.5,1980.0,82.0,,39.0,,,2.0,,,,,,Ux.Mx.-------
SANFE1,35.35,-106.666,1748.0,82.0,,34.0,,,2.3,,,,,,Ux.Mx.-------
SANFE2,34.7167,-106.95,1584.0,107.0,,39.0,,,2.4,,,,,,Ux.Mx.-------
SANFE3,35.3333,-106.866,1915.0,76.0,,32.0,,,2.3,,,,,,Ux.Mx.-------
SANFEP,34.75,-106.983,1546.0,109.0,,40.0,,,2.6,,,,,,Ux.Mx.-------
SANFEP,34.75,-106.983,1546.0,112.0,,40.0,,,2.7,,,,,,Ux.Mx.-------
SIERRK,33.25,-106.9,1558.0,99.0,,30.0,,,3.2,,,,,,Ux.Mx.-------
USABF,33.1,-106.883,1574.0,97.0,,31.0,,,3.1,,,,,,Ux.Mx.-------
WELEF2,33.2,-107.25,1394.0,94.0,,32.0,,,2.9,,,,,,Ux.Mx.-------
WELEFB,33.2833,-107.283,1509.0,117.0,,40.0,,,2.9,,,,,,Ux.Mx.-------
CEDSPR,35.5,-110.4,1854.0,62.0,,22.0,,,2.8,,,,,,Ux.Mx.-------
CHILCH,36.6,-110.15,1825.0,71.0,,19.0,,,4.0,,,,,,Ux.Mx.-------
