"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"243365","occ","","","23900","Diplograptus (Amplexograptus) maxwelli","genus","","species not entered","Diplograptus","genus","33660","Blackriveran","","457.3","449.6","6767","-97.000000","34.000000","Bromide","","Pooleville","member","","","","","","","","","","","","US","Oklahoma","","based on nearby landmark","degrees","","","local area","Arbuckle Mountains, Criner Hills, and two isolated areas in the Wichita Mountains of southern Oklahoma.","29"
"246238","occ","","","24117","Climacograptus bicornis","species","306375","recombined as","Climacograptus (Climacograptus) bicornis","species","306374","Trentonian","Richmondian","457.3","445.5","6817","-68.966667","63.716667","","","","","","","","","","","","","","","","CA","Nunavut","","based on nearby landmark","minutes","","","local area","On the shores of Frobisher Bay and nearby areas.","29"
"246239","occ","","","24117","Climacograptus inuiti","species","350666","","Anticostia lata","species","350664","Trentonian","Richmondian","457.3","445.5","6817","-68.966667","63.716667","","","","","","","","","","","","","","","","CA","Nunavut","","based on nearby landmark","minutes","","","local area","On the shores of Frobisher Bay and nearby areas.","29"
"247973","occ","","","24218","Diplograptus foliaceous","genus","","species not entered","Diplograptus","genus","33660","Middle Ordovician","Late Ordovician","471.3","443.1","6817","-75.000000","67.000000","","","","","","","","","","","","","","","","CA","Nunavut","","estimated from map","degrees","","","local area","Prince Charles Island","21"
"251704","occ","","","24518","Climacograptus venustus","species","","recombined as","Appendispinograptus venustus","species","419852","Gamachian","","445.5","443.1","6890","-64.216667","48.516666","White Head","","Cote de la Surprise","group of beds","","","","","","","","","","","""Unit"" 5, presumably ""unit"" 6; ""division"" 5?. Lesperance (1988) notes that some of the key species here are found in the Cote de la Surprise member only.","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Unnamed south-flowing brook emptying into the Portage River, 300 m above the mouth of the brook, 300 m east of Malbaie-Fortin township line, 17 km WNW of Percé.","29"
"251705","occ","","","24518","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Gamachian","","445.5","443.1","6890","-64.216667","48.516666","White Head","","Cote de la Surprise","group of beds","","","","","","","","","","","""Unit"" 5, presumably ""unit"" 6; ""division"" 5?. Lesperance (1988) notes that some of the key species here are found in the Cote de la Surprise member only.","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Unnamed south-flowing brook emptying into the Portage River, 300 m above the mouth of the brook, 300 m east of Malbaie-Fortin township line, 17 km WNW of Percé.","29"
"251717","occ","","","24520","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Gamachian","","445.5","443.1","6890","-64.216667","48.516666","White Head","","Cote de la Surprise","group of beds","","","Malbaie-Fortin","3","","","","","","","""Unit"" 5, presumably ""unit"" 6; ""division"" 3. Lesperance (1988) notes that some of the key species here are found in the Cote de la Surprise member only.","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Unnamed south-flowing brook emptying into the Portage River, 300 m above the mouth of the brook, 300 m east of Malbaie-Fortin township line, 17 km WNW of Percé.","29"
"251846","occ","","","24537","Dicellograptus cf. sextans","species","350829","","Dicellograptus sextans","species","350827","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251847","occ","","","24537","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251848","occ","","","24537","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251849","occ","","","24537","Cryptograptus cf. tricornis","species","84638","","Cryptograptus tricornis","species","84636","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251850","occ","","","24537","? Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251851","occ","","","24537","Leptograptus sp.","genus","33687","species not entered","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"251852","occ","","","24537","Dicranograptus brevicaulis","genus","","rank change, species not entered","Dicranograptus","genus","33653","Caradoc","","458.2","449.5","6900","-64.966667","48.183334","","Mictaw","","","Nemagraptus gracilis","graptolite","","","","","","","","","","CA","Québec","","based on nearby landmark","minutes","","","outcrop","Baie de Chaleurs area of Gaspé Peninsula. Clemville Anticline, Clemville village area; sections on both flanks of the anticline, in the bed and banks of the Petite Riviere Port-Daniel.","29"
"253007","occ","","","24603","Orthograptus amplexicaulis","species","350605","recombined as","Rectograptus amplexicaulis","species","350604","Late Ordovician","","458.2","443.1","6922","-63.000000","49.500000","Macasty","","","formation","Climacograptus pygmaeus","graptolite","","","","","","","","","PJW: Given as ""Utica Shale,"" the equivalent of which is the Macasty on Anticosti Island.","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec.","29"
"253008","occ","","","24603","Climacograptus typicalis","species","","","Climacograptus typicalis","species","378069","Late Ordovician","","458.2","443.1","6922","-63.000000","49.500000","Macasty","","","formation","Climacograptus pygmaeus","graptolite","","","","","","","","","PJW: Given as ""Utica Shale,"" the equivalent of which is the Macasty on Anticosti Island.","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec.","29"
"253009","occ","","","24603","Climacograptus dorotheus","species","","recombined as","Diplacanthograptus dorotheus","species","350679","Late Ordovician","","458.2","443.1","6922","-63.000000","49.500000","Macasty","","","formation","Climacograptus pygmaeus","graptolite","","","","","","","","","PJW: Given as ""Utica Shale,"" the equivalent of which is the Macasty on Anticosti Island.","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec.","29"
"254215","occ","","","24605","Paraclimacograptus cf. manitoulinensis","species","370666","recombined as","Amplexograptus manitoulinensis","species","306370","Ashgill","","449.5","443.1","6916","-64.349998","49.816666","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation.","CA","Québec","","based on nearby landmark","minutes","","","small collection","From the lower Vauréal at Makasti Cliffs on the NW end of Anticosti Island, Québec.","29"
"254216","occ","","","24606","Glyptograptus ex gr. lorrainensis","genus","","species not entered","Glyptograptus","genus","33669","Ashgill","","449.5","443.1","6916","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation.","CA","Québec","","estimated from map","minutes","","","small collection","Carleton Point, Anticosti Island, Québec.","29"
"254217","occ","","","24606","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Ashgill","","449.5","443.1","6916","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation.","CA","Québec","","estimated from map","minutes","","","small collection","Carleton Point, Anticosti Island, Québec.","29"
"254218","occ","","","24607","Glyptograptus ex gr. lorrainensis","genus","","species not entered","Glyptograptus","genus","33669","Ashgill","","449.5","443.1","6916","-63.000000","49.500000","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Fauna from an unknown horizon in the Vauréal Formation.","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec.","29"
"254219","occ","","","24609","Amplexograptus inuiti","species","350667","","Anticostia lata","species","350664","Ashgill","","449.5","443.1","6916","-63.000000","49.500000","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Fauna from an unknown horizon in the Vauréal Formation.","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec.","29"
"254224","occ","","","24614","Amplexograptus prominens","genus","","species not entered","Amplexograptus","genus","33615","Ashgill","","449.5","443.1","6916","-63.000000","49.500000","Vaureal","Jolliet","","formation","","","","","","","","","","","","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec","29"
"254225","occ","","","24614","Amplexograptus elongatus","genus","","species not entered","Amplexograptus","genus","33615","Ashgill","","449.5","443.1","6916","-63.000000","49.500000","Vaureal","Jolliet","","formation","","","","","","","","","","","","CA","Québec","","estimated from map","minutes","","","local area","Anticosti Island, Québec","29"
"254569","occ","","","24718","Amplexograptus inuiti","species","350667","","Anticostia lata","species","350664","Ashgill","","449.5","443.1","6922","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Basal Vauréal Formation","CA","Québec","","estimated from map","minutes","","","outcrop","12 km SE of Carleton Point, north shore.","29"
"254570","occ","","","24719","Orthograptus amplexicaulis","species","350605","recombined as","Rectograptus amplexicaulis","species","350604","Ashgill","","449.5","443.1","6922","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation","CA","Québec","","estimated from map","minutes","","","outcrop","Near mouth of Patate River, 2 km SSE of Carleton Point","29"
"254571","occ","","","24719","Peiragraptus fallax","genus","","species not entered","Peiragraptus","genus","33726","Ashgill","","449.5","443.1","6922","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation","CA","Québec","","estimated from map","minutes","","","outcrop","Near mouth of Patate River, 2 km SSE of Carleton Point","29"
"254572","occ","","","24719","Glyptograptus ex gr. lorrainensis","genus","","species not entered","Glyptograptus","genus","33669","Ashgill","","449.5","443.1","6922","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation","CA","Québec","","estimated from map","minutes","","","outcrop","Near mouth of Patate River, 2 km SSE of Carleton Point","29"
"254573","occ","","","24720","Amplexograptus inuiti","species","350667","","Anticostia lata","species","350664","Ashgill","","449.5","443.1","6922","-62.950001","49.733334","Vaureal","Jolliet","","formation","Amplexograptus inuiti","","","","","","","","","","Lower Vauréal Formation","CA","Québec","","estimated from map","minutes","","","outcrop","4 km SE of Carleton Point","29"
